Instruction,Response
Quais são os serviços oferecidos pela Coordenação de Apoio ao Usuário do Sistema Acadêmico (CAUSA)?,"A Coordenação de Apoio ao Usuário do Sistema Acadêmico (CAUSA) oferece serviços de suporte e auxílio aos usuários do sistema acadêmico da UFAM, como por exemplo, orientação no processo de matrícula e solicitação de documentos acadêmicos."
Qual o objetivo da Carta de Serviços da Proeg da Universidade Federal do Amazonas?,O objetivo da Carta de Serviços da Proeg da Universidade Federal do Amazonas é facilitar o diálogo com a Comunidade Acadêmica e com os diversos tipos de públicos que necessitam dos serviços relacionados aos trâmites administrativos para consecução de processos acadêmicos.
Coordenação de Orientação Acadêmica,"A Coordenação de Orientação Acadêmica (COA) é responsável por oferecer orientação aos alunos sobre os processos acadêmicos da UFAM. Para acessar os serviços oferecidos pela COA, basta se dirigir ao setor indicado e apresentar os documentos necessários. É importante ressaltar que a COA não realiza nenhum tipo de trâmite administrativo, apenas orienta os usuários sobre como proceder em cada situação."
Quantos serviços são ofertados pela COA?,A COA oferece 23 serviços.
Qual é o objetivo da Carta de Serviços ao Usuário?,O objetivo da Carta de Serviços ao Usuário é informar sobre os serviços relacionados aos trâmites administrativos para processos acadêmicos.
O que é a Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas?,A Carta de Serviços da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas é um documento que facilita o diálogo com a Comunidade Acadêmica e com os diversos tipos de públicos que necessitam dos serviços relacionados aos trâmites administrativos para processos acadêmicos.
Quais são os objetivos da Carta de Serviços ao Usuário?,"De acordo com a Lei nº 13.460, de 2017, a Carta de Serviços ao Usuário tem como objetivo informar o usuário sobre os serviços oferecidos pela Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas."
Quem pode solicitar a carta de serviços?,"A Carta de Serviços da Proeg pode ser solicitada por todos os usuários dos serviços públicos, incluindo a sociedade em geral, organizações privadas, agentes públicos, governo e instituições públicas."
Onde a Carta de Serviços está disponível?,"A Carta de Serviços da Proeg está disponível em formato digital no site da Proeg, com uma lista de serviços separados por departamentos e coordenações, além de contatos para atendimento presencial e eletrônico."
Quem pode solicitar a Carta de Serviços?,"A Carta de Serviços pode ser solicitada por qualquer usuário dos serviços públicos, seja ele pessoa física, pessoa jurídica ou representantes de governo e instituições públicas."
Qual é o perfil da Proeg?,"O perfil da Proeg é de Pró-Reitoria de Ensino de Graduação da Universidade Federal do Amazonas (UFAM), responsável pelos fluxos de processos administrativos e acadêmicos, sendo representada pelo Pró-Reitor David Lopes Neto, Pró-Reitora Adjunta Vanessa Klisia de Aguiar Gonçalves Ferreira, Procuradora Educacional Institucional (PEI) Silvia Cristina Conde Nogueira e Secretaria da Câmara de Ensino de Graduação Rayanne Pacheco da Costa. O órgão tem como objetivo oferecer transparência e informações precisas sobre os serviços ofertados pela Proeg e como eles podem ser solicitados pelos usuários."
Qual é o endereço da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas (UFAM)?,"O endereço da Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas (UFAM) é Av. Rodrigo Otávio, 6.200, Coroado 1, Campus Universitário Senador Arthur Virgílio Filho - Setor Norte, Reitoria. CEP 69080-900, ManausAM."
Qual é o horário de funcionamento da Proeg?,"O horário de funcionamento da Proeg é de segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Quais são os compromissos e padrões de qualidade de atendimento ao público dos serviços oferecidos pela Proeg?,"Os compromissos e padrões de qualidade de atendimento ao público dos serviços oferecidos pela Proeg incluem a transparência, a precisão das informações, a facilidade de acesso às informações por meio do site e a disponibilidade de contatos para atendimento presencial e eletrônico. Esses compromissos e padrões visam garantir um atendimento eficiente e eficaz aos usuários dos serviços públicos, que incluem a sociedade em geral, organizações privadas e agentes públicos. Esses usuários são definidos pela Lei Federal nº 13.460/2017 como pessoas físicas ou jurídicas que se beneficiam ou utilizam, efetiva ou potencialmente, de serviço público. Além disso, a Proeg também se compromete a atender as demandas da comunidade acadêmica da Universidade Federal do Amazonas, com rapidez e eficiência, buscando sempre a melhoria contínua dos processos administrativos e acadêmicos."
Como posso acessar as informações sobre os serviços prestados pela Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas (UFAM)?,"Você pode acessar informações sobre os serviços prestados pela Proeg, bem como as formas de acesso e os compromissos e padrões de qualidade de atendimento ao público, através do site da Proeg. No site, você encontrará a Carta de Serviços Atualizada, que contém a lista de serviços separados por Departamentos e Coordenações e com os contatos disponíveis para atendimento presencial e eletrônico. Além disso, a carta também está disponível em formato digital, facilitando o acesso às informações."
Quem pode solicitar informações sobre os serviços acadêmicos da UFAM?,"Qualquer pessoa, incluindo a sociedade em geral, organizações privadas e agentes públicos."
Onde está disponível a Carta de Serviços da Proeg?,"A Carta de Serviços da Proeg está disponível em formato digital no site da Proeg, contendo lista de serviços, contatos e informações sobre os serviços ofertados."
Quem tem acesso a Carta de Serviços da Proeg?,"A Carta de Serviços da Proeg pode ser acessada por qualquer pessoa, seja ela do público em geral ou de organizações privadas, além dos agentes públicos, que exercem cargo, emprego ou função pública, de natureza civil ou militar, ainda que de forma temporária ou sem remuneração."
O que é a Proeg e qual a sua função?,"A Proeg é a Pró-Reitoria de Ensino de Graduação da UFAM, responsável pelos processos administrativos e acadêmicos. Sua função é garantir transparência e informações precisas sobre os serviços ofertados pela Proeg, além de orientar e auxiliar os usuários na solicitação desses serviços."
O que é a Carta de Serviços da Proeg?,"A Carta de Serviços da Proeg é um documento que tem a finalidade de dar transparência sobre os serviços prestados pelo órgão ou entidade, bem como as formas de acesso a esses serviços e os compromissos de qualidade de atendimento ao público. A Carta é publicada em formato digital, no site da Proeg, e contém informações precisas sobre os serviços ofertados pela Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas (UFAM), separados por Departamentos e Coordenações. Além disso, a Carta possui os contatos disponíveis para atendimento presencial e eletrônico."
Quais são os serviços prestados pela Proeg?,Os serviços prestados pela Proeg são fluxos de processos administrativos e acadêmicos.
Quem é responsável pelos fluxos de processos administrativos e acadêmicos na Universidade Federal do Amazonas?,A Pró-Reitoria de Ensino de Graduação (Proeg) é responsável pelos fluxos de processos administrativos e acadêmicos na Universidade Federal do Amazonas.
Quais os serviços prestados pela Pró-Reitoria de Ensino de Graduação (Proeg)?,"A Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas (UFAM) é responsável pelos fluxos de processos administrativos e acadêmicos. Ela presta serviços como emissão de documentos, como diplomas, históricos escolares e certificados, além de fazer o acompanhamento do rendimento acadêmico dos alunos, oferecer programas de assistência estudantil e promover ações de orientação profissional e de apoio psicopedagógico. A Proeg também é responsável por coordenar a realização de concursos para professor e técnico-administrativo, além de promover programas de formação continuada para professores. Para mais informações sobre os serviços prestados pela Proeg, acesse o site www.proeg.ufam.edu.br e consulte a Carta de Serviços da Proeg, que contém a lista completa dos serviços oferecidos."
O que é a Carta de Serviços?,"A Carta de Serviços é um documento que contém informações precisas sobre os serviços oferecidos pela Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas (UFAM). Ela tem a finalidade de fornecer transparência e orientar os usuários sobre como solicitar esses serviços, além de apresentar os compromissos e padrões de qualidade de atendimento ao público."
"Para acessar a Carta de Serviços da Proeg, acesse o site da instituição e clique na opção 'Carta de Serviços'.","A Carta de Serviços da Proeg está disponível no site da instituição, na opção 'Carta de Serviços'. Ao clicar nessa opção, você terá acesso ao documento que contém informações sobre os serviços oferecidos pela Proeg, suas formas de acesso e padrões de qualidade de atendimento."
"Caso você precise de alguma informação adicional ou precise entrar em contato com a Proeg, basta acessar o site e clicar na opção 'Contatos'.","Para obter informações adicionais ou entrar em contato com a Proeg, acesse o site da instituição e clique na opção 'Contatos'. Lá, você encontrará os contatos disponíveis para atendimento presencial e eletrônico, facilitando o seu acesso às informações que necessita."
Quais são os horários de funcionamento do órgão Proeg?,"O horário de funcionamento do órgão Proeg é de segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Quem são os representantes da Pró-Reitoria de Ensino de Graduação (Proeg)?,"Os representantes da Pró-Reitoria de Ensino de Graduação (Proeg) são: o Pró-Reitor David Lopes Neto, a Pró-Reitora Adjunta Vanessa Klisia de Aguiar Gonçalves Ferreira, a Procuradora Educacional Institucional (PEI) Silvia Cristina Conde Nogueira e a Secretária da Câmara de Ensino de Graduação Rayanne Pacheco da Costa."
Qual o objetivo da Carta de Serviços?,"A Carta de Serviços tem como finalidade dar transparência e informações precisas sobre os serviços ofertados pela Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas (UFAM), além de fornecer formas de acesso a esses serviços e seus compromissos e padrões de qualidade de atendimento ao público."
Quais são os usuários dos serviços públicos de acordo com a Lei Federal nº 13.460/2017?,"De acordo com a Lei Federal nº 13.460/2017, os usuários dos serviços públicos são definidos como: 'pessoa física ou jurídica que se beneficia ou utiliza, efetiva ou potencialmente, de serviço público (art.2º, Inciso I)'."
Quais são os serviços prestados pela Proeg?,Os serviços prestados pela Proeg são responsáveis pelos fluxos de processos administrativos e acadêmicos.
Quais são os horários de funcionamento da Proeg?,"A Proeg funciona de segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Quais são os usuários dos serviços oferecidos pela Pró-Reitoria de Ensino de Graduação da Universidade Federal do Amazonas (Proeg)?,"Os usuários dos serviços da Proeg são: sociedade em geral, organizações privadas, agentes públicos, governo, instituições públicas, organizações da sociedade civil e entidades da administração pública direta e indireta."
Quais os horários de funcionamento da Pró-Reitoria de Ensino de Graduação da Universidade Federal do Amazonas (Proeg)?,"A Proeg funciona de segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Quais são os compromissos e padrões de qualidade de atendimento ao público?,"A carta contém informações precisas sobre os serviços prestados pela Proeg, bem como suas formas de acesso e compromissos e padrões de qualidade de atendimento ao público."
Onde a carta está disponível para acesso?,"A carta está disponível em formato digital no site da Proeg, contendo a lista de serviços, separados por Departamentos e Coordenações, e com os contatos disponíveis para atendimento presencial e eletrônico."
Qual é o objetivo da Carta de Serviços?,"A Carta de Serviços tem a finalidade de dar o máximo de transparência, com informações precisas sobre os serviços ofertados pela Proeg, e, sobretudo, como pode ser solicitado pelo usuário. A sistematização do documento no modelo de Carta (PDF) e hyperlinks (Site Proeg) permite que todos os usuários, principalmente, nossos alunos, possam mais facilmente buscar as informações que necessitam."
Quais são os usuários efetivos dos serviços públicos?,"Os usuários efetivos dos serviços públicos são todas as pessoas físicas ou jurídicas que se beneficiam ou utilizam, efetiva ou potencialmente, de serviço público (art.2º, Inciso I), incluindo a sociedade em geral, organizações privadas, agentes públicos, governos e instituições públicas, organizações da sociedade civil e entidades da Administração Pública direta e indireta."
O que é a Carta de Serviços da Universidade Federal do Amazonas (UFAM)?,"A Carta de Serviços da Universidade Federal do Amazonas (UFAM) é um documento que tem como finalidade fornecer informações precisas e transparentes sobre os serviços prestados pela Pró-Reitoria de Ensino de Graduação (Proeg) da UFAM. Ela está disponível em formato digital no site da Proeg e contém uma lista de serviços oferecidos separados por departamentos e coordenações, além dos contatos disponíveis para atendimento presencial e eletrônico."
Qual o objetivo da Carta de Serviços?,"A Carta de Serviços tem a finalidade de dar transparência e informações precisas sobre os serviços ofertados pela Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas (UFAM), além de orientar sobre as formas de acesso e compromissos e padrões de qualidade de atendimento ao público."
Onde a Carta de Serviços da Proeg está disponível?,"A Carta de Serviços da Proeg está disponível em formato digital no site da Proeg, contendo lista de serviços separados por departamentos e coordenações, com os contatos disponíveis para atendimento presencial e eletrônico."
Quem é o responsável pelos fluxos de processos administrativos e acadêmicos?,"O responsável pelos fluxos de processos administrativos e acadêmicos é a Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas, responsável pelos fluxos de processos administrativos e acadêmicos. Sigla Proeg."
Quais são os contatos disponíveis para atendimento presencial e eletrônico?,"Os contatos disponíveis para atendimento presencial e eletrônico são listados no site da Proeg e contêm uma lista de serviços separados por Departamentos e Coordenações. O endereço eletrônico da Proeg é www.proeg.ufam.edu.br e o horário de funcionamento é de segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Quais são os objetivos da Carta de Serviços da Proeg?,"A Carta de Serviços da Proeg tem como objetivo principal oferecer transparência e informações precisas sobre os serviços prestados pela Pró-Reitoria de Ensino de Graduação (Proeg) da Universidade Federal do Amazonas (UFAM). Além disso, a carta tem como finalidade informar sobre as formas de acesso aos serviços e os compromissos e padrões de qualidade de atendimento ao público."
Qual o formato em que a Carta de Serviços da Proeg está disponível?,"A Carta de Serviços da Proeg está disponível em formato digital no site da Pró-Reitoria de Ensino de Graduação (www.proeg.ufam.edu.br). O documento é sistematizado no modelo de Carta (PDF) e possui hyperlinks que facilitam a busca por informações. Além disso, a carta está dividida em lista de serviços separados por Departamentos e Coordenações, com os respectivos contatos para atendimento presencial e eletrônico."
O que é a Proeg?,"A Proeg é a Pró-Reitoria de Ensino de Graduação da Universidade Federal do Amazonas, responsável pelos fluxos de processos administrativos e acadêmicos. A sigla Proeg significa Pró-Reitoria de Ensino de Graduação."
Onde está localizado o endereço físico da Proeg?,"O endereço físico da Proeg é Av. Rodrigo Otávio, 6.200, Coroado 1, Campus Universitário Senador Arthur Virgílio Filho - Setor Norte, Reitoria. CEP 69080-900, ManausAM."
Quem é o Diretor do Departamento de Registro Acadêmico?,Izaura Maria da Silva Jardim
Quais são os valores promovidos pela Secretaria da Pró-Reitoria da UFAM?,"Ética, Responsabilidade, Respeito, Transparência Pública, Democracia, Sinergia, Comprometimento, Comunicação Efetiva, Diversidade, Inclusão Social, Justiça Social, Excelência, Sustentabilidade, Formação Cidadã e Qualidade de Ensino."
Qual o nome da Diretora do Departamento de Programas Acadêmicos?,Jane Maria Castro Guidão
Qual a missão da Secretaria da Pró-Reitoria?,"Promover a Política do Ensino de Graduação de qualidade, no âmbito da Ufam, por meio da Governança Pública em conformidade com a legislação brasileira e institucional para o ensino superior."
Qual é o nome da Coordenadora de Orientação Acadêmica?,Déia da Silva Trindade
Qual é a missão da Pró-Reitoria?,"Promover a Política do Ensino de Graduação de qualidade, no âmbito da Ufam, por meio da Governança Pública em conformidade com a legislação brasileira e institucional para o ensino superior."
O que é a Pró-Reitoria?,"A Pró-Reitoria é quem promove a Política do Ensino de Graduação de qualidade, no âmbito da Ufam, por meio da Governança Pública em conformidade com a legislação brasileira e institucional para o ensino superior."
Quais são os valores da Pró-Reitoria?,"Os valores da Pró-Reitoria são Ética, Responsabilidade, Respeito, Transparência Pública, Democracia, Sinergia, Comprometimento, Comunicação Efetiva, Diversidade, Inclusão Social, Justiça Social, Excelência, Sustentabilidade, Formação Cidadã e Qualidade de Ensino."
Qual é a missão da Proeg?,"Promover a Política do Ensino de Graduação de qualidade, no âmbito da Ufam, por meio da Governança Pública em conformidade com a legislação brasileira e institucional para o ensino superior."
Quem é a Diretora do Departamento de Registro Acadêmico?,Izaura Maria da Silva Jardim
Quem são os coordenadores da Universidade Federal do Amazonas?,"Os coordenadores da Universidade Federal do Amazonas são: Déia da Silva Trindade (Coordenadora de Orientação Acadêmica), Jeane Cristina Lima (Coordenadora de Matrícula), Adriana Andrade Cabral (Coordenadora de Registro e Controle), Núbia Rodrigues de Souza (Coordenadora de Registro de Diploma) e Yara Cláudia Renovato dos Santos Souza (Coordenadora de Apoio ao Usuário do Sistema Acadêmico)."
Onde fica a Pró-Reitoria?,"a Pró-Reitoria fica localizada no seguinte endereço: Av. Rodrigo Otávio, 6.200, Coroado 1, Campus Universitário."
Quais são as competências da Pró-Reitoria de Ensino de Graduação da UFAM?,"As competências da Pró-Reitoria de Ensino de Graduação da UFAM incluem a busca pela excelência, adaptabilidade e comprometimento permanente por meio de programas, fluxos e processos, como a realização de atividades práticas, estágios e demais atividades que permitam a imersão universitária garantindo o ensino, o aprendizado, a permanência e a conclusão da graduação."
Qual é o nome da Secretaria da Pró-Reitoria?,O nome da Secretaria da Pró-Reitoria é Lívia Mendes Silva.
Qual é a função da Coordenadora de Orientação Acadêmica?,"A função da Coordenadora de Orientação Acadêmica é promover a Política do Ensino de Graduação de qualidade, no âmbito da Ufam, por meio da Governança Pública em conformidade com a legislação brasileira e institucional para o ensino superior."
Quem é a diretora do Departamento de Registro Acadêmico?,Izaura Maria da Silva Jardim
Quais são os valores da Secretaria da Pró-Reitoria?,"Ética, Responsabilidade, Respeito, Transparência Pública, Democracia, Sinergia, Comprometimento, Comunicação Efetiva, Diversidade, Inclusão Social, Justiça Social, Excelência, Sustentabilidade, Formação Cidadã e Qualidade de Ensino."
O que é a Proeg?,"A Proeg é a Pró-Reitoria de Ensino de Graduação da Universidade Federal do Amazonas (UFAM) responsável por promover a Política do Ensino de Graduação de qualidade, no âmbito da Ufam, por meio da Governança Pública em conformidade com a legislação brasileira e institucional para o ensino superior."
Quais são os valores da Proeg?,"Os valores da Proeg são Ética, Responsabilidade, Respeito, Transparência Pública, Democracia, Sinergia, Comprometimento, Comunicação Efetiva, Diversidade, Inclusão Social, Justiça Social, Excelência, Sustentabilidade, Formação Cidadã e Qualidade de Ensino."
Qual é o nome da comissão responsável por promover a política do ensino de graduação de qualidade?,Comissão Permanente de Gestão do Acervo Acadêmico.
Quais são os valores da Pró-Reitoria?,"Ética, Responsabilidade, Respeito, Transparência Pública, Democracia, Sinergia, Comprometimento, Comunicação Efetiva, Diversidade, Inclusão Social, Justiça Social, Excelência, Sustentabilidade, Formação Cidadã e Qualidade de Ensino."
Qual é o nome da Secretaria da Pró-Reitoria?,Lívia Mendes Silva
Qual é a competência correspondente à excelência e adaptabilidade?,"Por meio de programas, fluxos e processos, como a realização de atividades práticas, estágios e demais atividades que permitam a imersão universitária garantindo o ensino, o aprendizado, a permanência e a conclusão da graduação."
Quem é a diretora do Departamento de Programas Acadêmicos?,Jane Maria Castro Guidão
Quais são os princípios da Pró-Reitoria de Graduação da UFAM?,"Ética, Responsabilidade, Respeito, Transparência Pública, Democracia, Sinergia, Comprometimento, Comunicação Efetiva, Diversidade, Inclusão Social, Justiça Social, Excelência, Sustentabilidade, Formação Cidadã e Qualidade de Ensino."
Como acessar o endereço presencial da Proeg?,"A Proeg está localizada na Av. Rodrigo Otávio, 6.200, Coroado 1, Campus Universitário"
Quais são os valores da Proeg?,"Os valores da Proeg incluem ética, responsabilidade, respeito, transparência pública, democracia, sinergia, comprometimento, comunicação efetiva, diversidade, inclusão social, justiça social, excelência, sustentabilidade, formação cidadã e qualidade de ensino."
Qual é o nome da Coordenadora de Orientação Acadêmica?,O nome da Coordenadora de Orientação Acadêmica é Déia da Silva Trindade.
Qual é o endereço da Secretaria da Pró-Reitoria?,"O endereço da Secretaria da Pró-Reitoria é Av. Rodrigo Otávio, 6.200, Coroado 1, Campus Universitário."
Como encontrar o endereço da Pró-Reitoria?,"Para encontrar o endereço da Pró-Reitoria, é necessário acessar o site da UFAM e, no menu lateral, selecionar a opção 'Estrutura Organizacional'. Em seguida, escolha a Pró-Reitoria e, na página, será possível visualizar o endereço completo."
Quais são os valores e princípios da Proeg?,"Para verificar os valores e princípios da Proeg, é necessário acessar o site da UFAM e, no menu lateral, selecionar a opção 'Estrutura Organizacional'. Em seguida, escolha a Pró-Reitoria e, na página, é possível encontrar informações sobre os valores e princípios da Proeg."
Qual é o nome do Diretor do Departamento de Registro Acadêmico?,Izaura Maria da Silva Jardim
Qual é a missão da Secretaria da Pró-Reitoria?,"Promover a Política do Ensino de Graduação de qualidade, no âmbito da Ufam, por meio da Governança Pública em conformidade com a legislação brasileira e institucional para o ensino superior."
O que é a Pró-Reitoria?,"A Pró-Reitoria é um órgão responsável por promover a política de ensino de graduação de qualidade na UFAM, seguindo a legislação brasileira e institucional. Seu objetivo é garantir o desenvolvimento integrado do ensino, com forte impacto na formação acadêmica e social da comunidade universitária."
Quais são os princípios da Proeg?,"Os princípios da Proeg são ética, responsabilidade, respeito, transparência pública, democracia, sinergia, comprometimento, comunicação efetiva, diversidade, inclusão social, justiça social, excelência, sustentabilidade, formação cidadã e qualidade de ensino."
Quem é a Diretora do Departamento de Registro Acadêmico?,Izaura Maria da Silva Jardim
Quais são os valores da Secretaria da Pro-Reitoria?,"Ética, Responsabilidade, Respeito, Transparência Pública, Democracia, Sinergia, Comprometimento, Comunicação Efetiva, Diversidade, Inclusão Social, Justiça Social, Excelência, Sustentabilidade, Formação Cidadã e Qualidade de Ensino"
Quem é a Coordenadora de Matrícula do Departamento de Registro Acadêmico?,Jeane Cristina Lima
Onde é localizada a Secretaria?,"A Secretaria está localizada na Av. Rodrigo Otávio, 6.200, Coroado 1, Campus Universitário"
Quais são as competências do Departamento de Registro Acadêmico?,"Na página da Pró-Reitoria da Universidade Federal do Amazonas, é possível encontrar as competências atribuídas ao Departamento de Registro Acadêmico, dentre elas: realizar atividades práticas, estágios e demais atividades que permitam a imersão universitária garantindo o ensino, o aprendizado, a permanência e a conclusão da graduação. Além disso, é responsabilidade do Departamento de Registro Acadêmico coordenar as atividades de orientação acadêmica, matrícula, registro e controle, registro de diploma e apoio ao usuário do sistema acadêmico."
Qual o nome da diretora do Departamento de Registro Acadêmico?,Izaura Maria da Silva Jardim
Qual a missão da Secretaria da Pró-Reitoria?,"Promover a Política do Ensino de Graduação de qualidade, no âmbito da Ufam, por meio da Governança Pública em conformidade com a legislação brasileira e institucional para o ensino superior."
Qual a visão da Proeg?,"A Proeg age com base em princípios éticos e valores morais, na liberdade de expressão, na inclusão social, na gestão democrática e participativa para o desenvolvimento integrado do ensino de graduação, com forte impacto na formação acadêmica e social da comunidade universitária."
Quais os valores que regem a Secretaria da Pró-Reitoria?,"A Secretaria da Pró-Reitoria é regida pelos valores de ética, responsabilidade, respeito, transparência pública, democracia, sinergia, comprometimento, comunicação efetiva, diversidade, inclusão social, justiça social, excelência, sustentabilidade, formação cidadã e qualidade de ensino."
Onde fica localizada a Secretaria da Pró-Reitoria?,"A Secretaria da Pró-Reitoria fica localizada na Av. Rodrigo Otávio, 6.200, Coroado 1, Campus Universitário."
Quais são as competências da Secretaria da Pró-Reitoria?,"As competências da Secretaria da Pró-Reitoria são excelência, adaptabilidade e comprometimento permanente por meio de programas, fluxos e processos. Isso inclui a realização de atividades práticas, estágios e demais atividades que permitam a imersão universitária garantindo o ensino, o aprendizado, a permanência e a conclusão da graduação."
Quais são os valores promovidos pela Proeg?,"Os valores promovidos pela Proeg são ética, responsabilidade, respeito, transparência pública, democracia, sinergia, comprometimento, comunicação efetiva, diversidade, inclusão social, justiça social, excelência, sustentabilidade, formação cidadã e qualidade de ensino."
Quais são os valores da Secretaria da Pró-Reitoria?,"Os valores da Secretaria da Pró-Reitoria são Ética, Responsabilidade, Respeito, Transparência Pública, Democracia, Sinergia, Comprometimento, Comunicação Efetiva, Diversidade, Inclusão Social, Justiça Social, Excelência, Sustentabilidade, Formação Cidadã e Qualidade de Ensino."
Onde está localizada a Secretaria da Pró-Reitoria?,"A Secretaria da Pró-Reitoria está localizada na Av. Rodrigo Otávio, 6.200, Coroado 1, Campus Universitário."
Quais são os setores responsáveis pelo Ensino de Graduação da UFAM?,"Os setores responsáveis pelo Ensino de Graduação da UFAM são a Coordenação de Orientação Acadêmica (COA), a Câmara de Ensino de Graduação (CEG), a Procuradoria Educacional Institucional (PEI), o Departamento de Apoio ao Ensino (DAE), o Departamento de Programas Acadêmicos (DPA), o Departamento de Legislação e Normas (DLN) e o Departamento de Registro Acadêmico (DRA). Por favor, consulte os links de acesso correspondentes para mais informações sobre cada um desses setores."
Quais são os serviços ofertados pela Proeg?,"A Proeg oferece 10 serviços, dentre eles: atendimento a comunidade acadêmica e público em geral, orientações sobre assuntos de graduação, informações sobre como formalizar processos."
Qual é o horário de funcionamento da Coordenação de Orientação Acadêmica (COA)?,"A COA funciona de segunda a sexta-feira, das 8h às 12h e das 13h às 17h. Além disso, o atendimento pode ser realizado presencialmente ou remotamente, através do e-mail coaproeg@ufam.edu.br ou do Whatsapp (92)99318-2699."
Qual o horário de funcionamento do Serviço de Atendimento Presencial e Eletrônico da COA?,"O horário de funcionamento do Serviço de Atendimento Presencial e Eletrônico da COA é de segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Quais são os serviços ofertados pela Proeg?,"Os serviços ofertados pela Proeg são: Câmara de Ensino de Graduação (CEG), Procuradoria Educacional Institucional (PEI), Departamento de Apoio ao Ensino (DAE), Departamento de Programas Acadêmicos (DPA), Departamento de Legislação e Normas (DLN) e Departamento de Registro Acadêmico (DRA)."
como obter informações sobre assuntos de graduação,"Para obter informações sobre assuntos de graduação, é necessário entrar em contato com o Serviço de Atendimento Presencial e Eletrônico Coordenação de Orientação Acadêmica (COA) por meio do e-mail coaproeg@ufam.edu.br ou pelo Whatsapp (92)99318-2699. O atendimento é realizado de segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Qual é o endereço da Coordenação de Orientação Acadêmica?,"O endereço é: Senador Arthur Virgílio Filho - Setor Norte, Reitoria. CEP: 69080-900, ManausAM."
Quais são os horários de funcionamento da Coordenação de Orientação Acadêmica?,"O funcionamento é de segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Quais são os serviços ofertados pela Pró-Reitoria de Ensino de Graduação (Proeg) da UFAM?,"A Proeg oferece os seguintes serviços: Serviço de Atendimento Presencial e Eletrônico Coordenação de Orientação Acadêmica (COA), Câmara de Ensino de Graduação (CEG), Procuradoria Educacional Institucional (PEI), Departamento de Apoio ao Ensino (DAE), Departamento de Programas Acadêmicos (DPA), Departamento de Legislação e Normas (DLN) e Departamento de Registro Acadêmico (DRA). Para mais informações sobre cada um desses serviços, acesse o site da Proeg."
O que é a Proeg?,"A Pró-Reitoria de Ensino de Graduação (Proeg) é um órgão da Universidade Federal do Amazonas que tem como função principal gerir e coordenar as políticas de ensino de graduação na instituição. O seu objetivo é garantir a qualidade do ensino superior oferecido pela UFAM, promovendo ações que possibilitem a formação integral e crítica dos estudantes."
Qual é a função do Departamento de Registro Acadêmico (DRA)?,"O Departamento de Registro Acadêmico (DRA) é responsável por gerenciar todas as atividades relacionadas ao ingresso e saída dos alunos da UFAM, incluindo a diplomação. Além disso, o DRA também presta serviços através das coordenações de Orientação Acadêmica, Matrícula, Registro e Controle, Registro de Diplomas e do Apoio ao Usuário do Sistema Acadêmico, visando atender às demandas dos estudantes e garantir a eficiência nos processos acadêmicos."
como entrar em contato com o Serviço de Atendimento Presencial e Eletrônico da Coordenação de Orientação Acadêmica (COA)?,"Existem duas formas de entrar em contato com o Serviço de Atendimento Presencial e Eletrônico da Coordenação de Orientação Acadêmica (COA): o atendimento presencial na Senador Arthur Virgílio Filho - Setor Norte, Reitoria, CEP: 69080-900, ManausAM, de segunda a sexta-feira, das 8h às 12h e das 13h às 17h; e o atendimento eletrônico pelo e-mail coaproeg@ufam.edu.br ou pelo Whatsapp (92) 99318-2699. Para mais informações, acesse o site da Proeg."
Qual é o departamento responsável pela orientação acadêmica na Universidade Federal do Amazonas?,"O Departamento de Orientação Acadêmica da Universidade Federal do Amazonas pode ser acessado pelo endereço coaproegufam.edu.br, pelo Whatsapp (92)99318-2699 ou pelo e-mail coaproegufam.edu.br. O departamento atende a comunidade acadêmica e o público em geral, fornecendo orientações sobre assuntos de graduação, informações sobre como formalizar processos, dentre outros."
