Instruction,Response
Quais despesas NÃO constituem despesas de manutenção e desenvolvimento do ensino?,"I - pesquisa, quando não vinculada às instituições de ensino, ou, quando efetivada fora dos sistemas de ensino, que não vise, precipuamente, ao aprimoramento de sua qualidade ou à sua expansão; II - subvenção a instituições públicas ou privadas de caráter assistencial, desportivo ou cultural; III - formação de quadros especiais para a administração pública, sejam militares ou civis, inclusive diplomáticos; IV - programas suplementares de alimentação, assistência médico-odontológica, farmacêutica e psicológica, e outras formas de assistência social; V - obras de infra-estrutura, ainda que realizadas para beneficiar direta ou indiretamente a rede escolar; VI - pessoal docente e demais trabalhadores da educação, quando em desvio de função ou em atividade alheia à manutenção e desenvolvimento do ensino."
O que são despesas de manutenção e desenvolvimento do ensino?,"Despesas de manutenção e desenvolvimento do ensino são aquelas destinadas a garantir a qualidade e a expansão da educação, como por exemplo, pesquisa vinculada às instituições de ensino, subvenção a instituições de caráter assistencial, formação de quadros especiais para a administração pública, programas suplementares de assistência social, obras de infraestrutura e pessoal docente e trabalhadores da educação."
Qual é o papel dos órgãos fiscalizadores em relação às despesas de manutenção e desenvolvimento do ensino?,"Os órgãos fiscalizadores devem priorizar a fiscalização do cumprimento do que está disposto na Constituição Federal, no Ato das Disposições Constitucionais Transitórias e na legislação relacionada às despesas de manutenção e desenvolvimento do ensino, ao analisar a prestação de contas de recursos públicos."
quais são as despesas que não constituem manutenção e desenvolvimento do ensino?,"As despesas que não constituem manutenção e desenvolvimento do ensino são: Pesquisas não vinculadas às instituições de ensino, subvenção a instituições públicas ou privadas de caráter assistencial, desportivo ou cultural, formação de quadros especiais para administração pública, programas suplementares de alimentação e assistência médico-odontológica, obras de infraestrutura, e pessoal docente e demais trabalhadores da educação em desvio de função ou em atividade alheia à manutenção e desenvolvimento do ensino."
Calcule o custo mínimo anual de cada aluno e estabeleça um padrão mínimo de oportunidades educacionais para o ensino fundamental.,"O custo mínimo anual por aluno deve ser calculado pela União e servir como base para estabelecer um padrão mínimo de oportunidades educacionais para o ensino fundamental, levando em consideração as variações regionais no custo dos insumos e as diversas modalidades de ensino."
Fiscalize e verifique prioritariamente o cumprimento do disposto no art. 212 da Constituição Federal e no art. 60 do Ato das Disposições Constitucionais Transitórias.,"Os órgãos fiscalizadores devem examinar, prioritariamente, na prestação de contas de recursos públicos, o cumprimento do disposto no art. 212 da Constituição Federal e no art. 60 do Ato das Disposições Constitucionais Transitórias."
Verifique quais despesas podem ser consideradas como manutenção e desenvolvimento do ensino.,"I e VI são despesas que não podem ser consideradas como manutenção e desenvolvimento do ensino, pois pesquisas que não visam ao aprimoramento da educação e pessoal docente e demais trabalhadores da educação que estejam em desvio de função ou em atividade alheia à manutenção e desenvolvimento do ensino não podem ser considerados como despesas dessa natureza."
Qual o padrão mínimo de oportunidades educacionais para o ensino fundamental estabelecido pela União?,"A União deve estabelecer, em colaboração com Estados, o Distrito Federal e os Municípios, um padrão mínimo de oportunidades educacionais para o ensino fundamental, baseado no cálculo do custo mínimo por aluno, capaz de assegurar ensino de qualidade. Esse custo mínimo deve ser calculado anualmente e levar em conta variações regionais nos custos e diferentes modalidades de ensino."
Para qual tipo de despesa não pode ser utilizado recursos públicos para manutenção e desenvolvimento do ensino?,"I - pesquisa, quando não vinculada às instituições de ensino, ou, quando efetivada fora dos sistemas de ensino, que não vise, precipuamente, ao aprimoramento de sua qualidade ou à sua expansão."
"Quais órgãos são responsáveis por examinar prioritariamente o cumprimento do disposto no art. 212 da Constituição Federal, no art. 60 do Ato das Disposições Constitucionais Transitórias e na legislação concernente?",Os órgãos fiscalizadores.
O que são as despesas de manutenção e desenvolvimento do ensino?,"Despesas de manutenção e desenvolvimento do ensino são aquelas que se referem a gastos realizados com os sistemas de ensino, que visam aprimorar sua qualidade e/ou expandi-lo. Não incluem gastos com pesquisas não relacionadas às instituições de ensino, subvenção a instituições assistenciais, desportivas ou culturais, formação de quadros especiais para administração pública, programas suplementares de alimentação e assistência social, obras de infraestrutura para beneficiar a rede escolar, e pessoal docente e trabalhadores da educação em desvio de função ou em atividades alheias à manutenção e desenvolvimento do ensino."
O que são as despesas de manutenção e desenvolvimento do ensino?,"As despesas de manutenção e desenvolvimento do ensino são aquelas que englobam recursos destinados à pesquisa, programas suplementares de assistência social, formação de quadros especiais para a administração pública, obras de infraestrutura e despesas com pessoal docente."
Quem é responsável pela fiscalização das despesas de manutenção e desenvolvimento do ensino?,"Os órgãos fiscalizadores são os responsáveis por examinar, prioritariamente, a prestação de contas dos recursos públicos destinados à manutenção e desenvolvimento do ensino. Além disso, a União, em colaboração com os Estados, o Distrito Federal e os Municípios, também deve estabelecer um padrão mínimo de oportunidades educacionais para o ensino fundamental, baseado no cálculo do custo mínimo por aluno."
Quais despesas serão apuradas e publicadas nos balanços do Poder Público?,"As receitas e despesas com manutenção e desenvolvimento do ensino serão apuradas e publicadas nos balanços do Poder Público, assim como nos relatórios a que se refere o  3º do art. 165 da Constituição Federal."
Quais são os itens que não são considerados despesas de manutenção e desenvolvimento do ensino?,"A União, em colaboração com os Estados, o Distrito Federal e os Municípios, estabelecerá padrão mínimo de oportunidades educacionais para o ensino fundamental, baseado no cálculo do custo mínimo por aluno, capaz de assegurar ensino de qualidade. Parágrafo único. O custo mínimo de que trata este artigo será calculado pela União ao final de cada ano, com validade para o ano subseqüente, considerando variações regionais no custo dos insumos e as diversas modalidades de ensino."
O que são despesas de manutenção e desenvolvimento do ensino?,"As despesas de manutenção e desenvolvimento do ensino são aquelas que são destinadas à pesquisa, subvenção a instituições, formação de quadros especiais para administração pública, programas suplementares de assistência, obras de infraestrutura, pessoal docente e outras despesas que não estejam relacionadas diretamente à manutenção e desenvolvimento do ensino."
Qual é a função dos órgãos fiscalizadores em relação à prestação de contas dos recursos públicos?,"Os órgãos fiscalizadores devem examinar, prioritariamente, a prestação de contas dos recursos públicos para garantir o cumprimento do disposto no art. 212 da Constituição Federal, no art. 60 do Ato das Disposições Constitucionais Transitórias e na legislação relacionada à educação."
Verifique se uma determinada despesa se enquadra como manutenção e desenvolvimento do ensino.,"Para verificar se uma determinada despesa se enquadra como manutenção e desenvolvimento do ensino, é necessário seguir os critérios estabelecidos no Art. 71 da Lei 9.394/1996. Verifique se a despesa é vinculada às instituições de ensino, se é destinada ao aprimoramento da qualidade ou expansão do ensino, se é destinada a subvenções de caráter assistencial, desportivo ou cultural, se é destinada à formação de quadros especiais para a administração pública, se é destinada a programas suplementares de alimentação e assistência social, se é destinada à obras de infra-estrutura que beneficiem a rede escolar, e se é destinada ao pagamento de pessoal docente e trabalhadores da educação em atividades alheias à manutenção e desenvolvimento do ensino."
Qual é o artigo que define as receitas e despesas com manutenção e desenvolvimento do ensino?,"O artigo 72 define que as receitas e despesas com manutenção e desenvolvimento do ensino serão apuradas e publicadas nos balanços do Poder Público, assim como nos relatórios a que se refere o  3º do art. 165 da Constituição Federal."
Qual o artigo que trata sobre as despesas de manutenção e desenvolvimento do ensino?,Art. 71.
Quais são as despesas que não podem ser consideradas como manutenção e desenvolvimento do ensino?,"I - pesquisa, II - subvenção a instituições públicas ou privadas, III - formação de quadros especiais para a administração pública, IV - programas suplementares de assistência social, V - obras de infra-estrutura, VI - pessoal docente e demais trabalhadores da educação."
Qual o objetivo do parágrafo único do artigo 74?,"O objetivo do parágrafo único do artigo 74 é determinar o custo mínimo por aluno, com base em cálculo realizado pela União ao final de cada ano, para assegurar ensino de qualidade no ensino fundamental."
O que não constitui despesas de manutenção e desenvolvimento do ensino?,"I - pesquisa, quando não vinculada às instituições de ensino, ou, quando efetivada fora dos sistemas de ensino, que não vise, precipuamente, ao aprimoramento de sua qualidade ou à sua expansão; II - subvenção a instituições públicas ou privadas de caráter assistencial, desportivo ou cultural; III - formação de quadros especiais para a administração pública, sejam militares ou civis, inclusive diplomáticos; IV - programas suplementares de alimentação, assistência médico-odontológica, farmacêutica e psicológica, e outras formas de assistência social; V - obras de infra-estrutura, ainda que realizadas para beneficiar direta ou indiretamente a rede escolar; VI - pessoal docente e demais trabalhadores da educação, quando em desvio de função ou em atividade alheia à manutenção e desenvolvimento do ensino."
cite as despesas que não serão consideradas como despesas de manutenção e desenvolvimento do ensino,"I - pesquisa, quando não vinculada às instituições de ensino, ou, quando efetivada fora dos sistemas de ensino, que não vise, precipuamente, ao aprimoramento de sua qualidade ou à sua expansão; II - subvenção a instituições públicas ou privadas de caráter assistencial, desportivo ou cultural; III - formação de quadros especiais para a administração pública, sejam militares ou civis, inclusive diplomáticos; IV - programas suplementares de alimentação, assistência médico-odontológica, farmacêutica e psicológica, e outras formas de assistência social; V - obras de infra-estrutura, ainda que realizadas para beneficiar direta ou indiretamente a rede escolar; VI - pessoal docente e demais trabalhadores da educação, quando em desvio de função ou em atividade alheia à manutenção e desenvolvimento do ensino."
Defina a capacidade de atendimento do governo.,"A capacidade de atendimento do governo será definida pela razão entre os recursos de uso constitucionalmente obrigatório na manutenção e desenvolvimento do ensino e o custo anual do aluno, relativo ao padrão mínimo de qualidade."
"A ação supletiva e redistributiva poderá ser exercida em favor do Distrito Federal, dos Estados e dos Municípios?","Não, a ação supletiva e redistributiva não poderá ser exercida em favor do Distrito Federal, dos Estados e dos Municípios se estes oferecerem vagas, na área de ensino de sua responsabilidade, em número inferior à sua capacidade de atendimento."
O que é a ação supletiva e redistributiva?,"A ação supletiva e redistributiva é um mecanismo previsto na legislação acadêmica de Graduação da UFAM, que garante o padrão mínimo de qualidade de ensino. Ela consiste em transferir recursos da União diretamente para os estabelecimentos de ensino, com base em critérios como a capacidade de atendimento e o esforço fiscal do Estado, Distrito Federal ou Município em favor da manutenção e do desenvolvimento do ensino. No entanto, essa ação fica condicionada ao cumprimento das obrigações previstas na lei pelos governos locais."
"O texto a seguir refere-se a ação supletiva e redistributiva prevista em lei para garantir o padrão mínimo de qualidade de ensino. Neste sentido,  a lei estabelece critérios para definir a capacidade de atendimento de cada governo, bem como a transferência direta de recursos para estabelecimentos de ensino, considerando o número de alunos e o custo anual do aluno.","A ação supletiva e redistributiva prevista em lei tem como finalidade garantir o padrão mínimo de qualidade de ensino. Para isso, a lei estabelece critérios para definir a capacidade de atendimento de cada governo, bem como a transferência direta de recursos para estabelecimentos de ensino, considerando o número de alunos e o custo anual do aluno."
Qual é a finalidade da ação supletiva e redistributiva?,"De acordo com o artigo 76 da Lei 9.394/1996, a ação supletiva e redistributiva tem como finalidade garantir o padrão mínimo de qualidade de ensino, condicionada ao efetivo cumprimento pelos Estados, Distrito Federal e Municípios do disposto nesta Lei."
"Quais são os requisitos para que as escolas comunitárias, confessionais ou filantrópicas recebam recursos públicos?","De acordo com o artigo 77 da Lei 9.394/1996, as escolas comunitárias, confessionais ou filantrópicas devem comprovar finalidade não-lucrativa, aplicar seus excedentes financeiros em educação, assegurar a destinação de seu patrimônio em caso de encerramento de suas atividades e prestar contas ao Poder Público dos recursos recebidos para receber recursos públicos destinados à educação básica."
Como deve ser realizada a ação supletiva e redistributiva dos recursos de financiamento do ensino?,"A ação supletiva e redistributiva prevista na Lei 9.394/1996 deve ser realizada com base em critérios que estabeleçam a capacidade de atendimento e o esforço fiscal de cada governo em favor da manutenção e do desenvolvimento do ensino. Esses critérios devem considerar a razão entre os recursos constitucionalmente obrigatórios e o custo anual do aluno, além do número de alunos efetivamente matriculados em cada escola. A União pode, inclusive, fazer a transferência direta de recursos para cada estabelecimento de ensino."
Verifique se a capacidade de atendimento de cada governo é suficiente para estabelecer a transferência direta de recursos para cada estabelecimento de ensino.,"A capacidade de atendimento será definida pela razão entre os recursos de uso constitucionalmente obrigatório na manutenção e desenvolvimento do ensino e o custo anual do aluno, relativo ao padrão mínimo de qualidade. Com base nisso, a União poderá fazer a transferência direta de recursos para cada estabelecimento de ensino, considerando o número de alunos que efetivamente frequenta a escola."
informações sobre a legislação acadêmica de Graduação da Universidade Federal do Amazonas (UFAM) abaixo,"Art. 76 da Lei 9.394/1996 - A ação supletiva e redistributiva prevista no artigo anterior ficará condicionada ao efetivo cumprimento pelos Estados, Distrito Federal e Municípios do disposto nesta Lei, sem prejuízo de outras prescrições legais."
Como ocorre a transferência de recursos entre os estabelecimentos de ensino?,"Os recursos são transferidos diretamente a cada estabelecimento de ensino da União, tendo como base o número de alunos que efetivamente frequentam determinada escola."
Quais critérios são utilizados para definir a capacidade de atendimento de cada governo?,"A capacidade de atendimento é definida pela razão entre os recursos obrigatórios destinados à manutenção e desenvolvimento do ensino e o custo anual do aluno, considerando o padrão mínimo de qualidade."
O que é a ação supletiva e redistributiva prevista no artigo anterior?,"A ação supletiva e redistributiva é uma ação que tem por objetivo garantir o padrão mínimo de qualidade de ensino e é destinada a escolas públicas, comunitárias, confessionais ou filantrópicas que comprovem finalidade não-lucrativa e não distribuam resultados, dividendos, bonificações, participações ou parcela de seu patrimônio sob nenhuma forma ou pretexto."
"Qual é a responsabilidade dos Estados, Distrito Federal e Municípios em relação à ação supletiva e redistributiva?","Os Estados, Distrito Federal e Municípios devem cumprir o disposto nesta Lei, sem prejuízo de outras prescrições legais, para que possam receber os recursos públicos destinados à educação por meio da ação supletiva e redistributiva."
Qual a fórmula de domínio público que determina a capacidade de atendimento do governo?,"A capacidade de atendimento de cada governo será definida pela razão entre os recursos de uso constitucionalmente obrigatório na manutenção e desenvolvimento do ensino e o custo anual do aluno, relativo ao padrão mínimo de qualidade."
Quais os critérios para que a União faça transferência direta de recursos a cada estabelecimento de ensino?,"A transferência direta de recursos a cada estabelecimento de ensino pela União será definida com base nos critérios estabelecidos nos 1º e 2º, considerando o número de alunos que efetivamente frequentam a escola."
Como é definida a capacidade de atendimento de cada governo?,"A capacidade de atendimento de cada governo é definida pela razão entre os recursos de uso constitucionalmente obrigatório na manutenção e desenvolvimento do ensino e o custo anual do aluno, relativo ao padrão mínimo de qualidade."
Quais são os critérios para a transferência direta de recursos a cada estabelecimento de ensino pela União?,"A União poderá fazer a transferência direta de recursos a cada estabelecimento de ensino, considerado o número de alunos que efetivamente freqüentam a escola, com base nos critérios estabelecidos na fórmula de domínio público que inclua a capacidade de atendimento e a medida do esforço fiscal do respectivo Estado, do Distrito Federal ou do Município em favor da manutenção e do desenvolvimento do ensino."
Qual a fórmula de cálculo para a capacidade de atendimento do governo?,"A capacidade de atendimento de cada governo será definida pela razão entre os recursos de uso constitucionalmente obrigatório na manutenção e desenvolvimento do ensino e o custo anual do aluno, relativo ao padrão mínimo de qualidade."
"Quais as condições para que as escolas comunitárias, confessionais ou filantrópicas recebam recursos públicos?","As escolas comunitárias, confessionais ou filantrópicas devem comprovar finalidade não-lucrativa, aplicar seus excedentes financeiros em educação, assegurar a destinação de seu patrimônio em caso de encerramento de suas atividades e prestar contas ao Poder Público dos recursos recebidos."
Como é possível garantir o padrão mínimo de qualidade de ensino?,"A ação supletiva e redistributiva prevista no artigo anterior ficará condicionada ao efetivo cumprimento pelos Estados, Distrito Federal e Municípios do disposto nesta Lei, sem prejuízo de outras prescrições legais."
Quais são os critérios estabelecidos para a transferência de recursos da União para cada estabelecimento de ensino?,"Os critérios estabelecidos nos 1º e 2º do artigo anterior incluem a capacidade de atendimento e a medida do esforço fiscal do respectivo Estado, do Distrito Federal ou do Município em favor da manutenção e do desenvolvimento do ensino."
Qual é o padrão mínimo de qualidade de ensino?,"O padrão mínimo de qualidade de ensino é garantido pelo cumprimento do disposto na Lei de Diretrizes e Bases da Educação Nacional, que inclui a capacidade de atendimento e a medida do esforço fiscal do respectivo Estado, do Distrito Federal ou do Município em favor da manutenção e do desenvolvimento do ensino."
Quais instituições podem receber recursos públicos para a educação?,"Os recursos públicos podem ser destinados às escolas públicas, comunitárias, confessionais ou filantrópicas que comprovem finalidade não-lucrativa e não distribuam resultados, apliquem seus excedentes financeiros em educação, assegurem a destinação de seu patrimônio em caso de encerramento de suas atividades e prestem contas ao Poder Público dos recursos recebidos."
Qual é o padrão mínimo de qualidade de ensino?,O padrão mínimo de qualidade de ensino é garantido pelo Governo Federal através da transferência direta de recursos para os estabelecimentos de ensino.
"Quais as condições para que as escolas comunitárias, confessionais ou filantrópicas recebam recursos públicos?","As escolas comunitárias, confessionais ou filantrópicas devem comprovar finalidade não-lucrativa, aplicar seus excedentes financeiros em educação, destinar seu patrimônio a outra escola ou ao Poder Público em caso de encerramento de suas atividades e prestar contas ao Poder Público dos recursos recebidos para receber recursos públicos."
Explique como será feita a redistribuição de recursos por parte da União para os estabelecimentos de ensino.,"A redistribuição de recursos por parte da União para os estabelecimentos de ensino será realizada com base em critérios como a capacidade de atendimento do governo, que será definida pela razão entre os recursos de uso constitucionalmente obrigatório na manutenção e desenvolvimento do ensino e o custo anual do aluno, relativo ao padrão mínimo de qualidade. Além disso, a União poderá fazer a transferência direta de recursos considerando o número de alunos matriculados em cada escola. No entanto, essa ação supletiva e redistributiva não poderá ser exercida em favor do Distrito Federal, dos Estados e dos Municípios que oferecem vagas em número inferior à sua capacidade de atendimento."
Explique o que é ação supletiva e redistributiva.,"A ação supletiva e redistributiva é um mecanismo previsto na Lei 9.394/1996 que tem como objetivo garantir o padrão mínimo de qualidade de ensino. Essa ação é realizada através de transferências de recursos da União aos Estados, Distrito Federal e Municípios, considerando a capacidade de atendimento de cada governo, que é definida pela razão entre os recursos de uso constitucionalmente obrigatório na manutenção e desenvolvimento do ensino e o custo anual do aluno, relativo ao padrão mínimo de qualidade. Além disso, é fundamental que os entes federativos cumpram as exigências estabelecidas na Lei, como oferecer vagas na área de ensino de sua responsabilidade em número igual ou superior à sua capacidade de atendimento."
Garantir o padrão mínimo de qualidade de ensino,"A ação a que se refere este artigo obedecerá a fórmula de domínio público que inclua a capacidade de atendimento e a medida do esforço fiscal do respectivo Estado, do Distrito Federal ou do Município em favor da manutenção e do desenvolvimento do ensino."
Definir a capacidade de atendimento de cada governo,"A capacidade de atendimento de cada governo será definida pela razão entre os recursos de uso constitucionalmente obrigatório na manutenção e desenvolvimento do ensino e o custo anual do aluno, relativo ao padrão mínimo de qualidade."
Como garantir o padrão mínimo de qualidade de ensino?,"O padrão mínimo de qualidade de ensino é garantido por meio de uma ação que considera a capacidade de atendimento e o esforço fiscal do Estado, do Distrito Federal ou do Município em favor da manutenção e do desenvolvimento do ensino. Essa ação é baseada em critérios estabelecidos na fórmula de domínio público, que leva em conta os recursos obrigatórios para a manutenção e desenvolvimento do ensino e o custo anual do aluno. Além disso, a União pode fazer a transferência direta de recursos para estabelecimentos de ensino com base no número de alunos que frequentam a escola. No entanto, essa ação não pode ser aplicada em favor do Distrito Federal, dos Estados e dos Municípios que oferecem vagas inferiores à sua capacidade de atendimento."
"De acordo com o texto, quais as exigências para que os recursos públicos sejam destinados às escolas públicas?","As escolas precisam comprovar finalidade não-lucrativa e não distribuir resultados, dividendos, bonificações, participações ou parcela de seu patrimônio, aplicar seus excedentes financeiros em educação, assegurar a destinação de seu patrimônio a outra escola ou ao Poder Público em caso de encerramento de suas atividades e prestar contas ao Poder Público dos recursos recebidos."
"De acordo com o texto, qual o objetivo da ação supletiva e redistributiva prevista no artigo 76?","O objetivo é condicionar o repasse de recursos da União aos Estados, Distrito Federal e Municípios ao cumprimento das exigências desta Lei, além de outras prescrições legais."
Defina o valor mínimo que o governo deve gastar com a manutenção e desenvolvimento do ensino.,"O valor mínimo que o governo deve gastar com a manutenção e desenvolvimento do ensino é definido pela razão entre os recursos constitucionalmente obrigatórios e o custo anual por aluno, levando em consideração o padrão mínimo de qualidade."
Quais escolas podem receber recursos públicos?,"Os recursos públicos podem ser destinados às escolas públicas, comunitárias, confessionais ou filantrópicas que comprovem finalidade não-lucrativa, apliquem seus excedentes financeiros em educação, assegurem a destinação do patrimônio em caso de encerramento das atividades e prestem contas ao Poder Público."
Qual é a capacidade de atendimento de cada governo?,"A capacidade de atendimento de cada governo será definida pela razão entre os recursos de uso constitucionalmente obrigatório na manutenção e desenvolvimento do ensino e o custo anual do aluno, relativo ao padrão mínimo de qualidade."
Quais escolas podem receber recursos públicos?,"Os recursos públicos serão destinados às escolas públicas, podendo ser dirigidos a escolas comunitárias, confessionais ou filantrópicas que comprovem finalidade não-lucrativa e não distribuam resultados, dividendos, bonificações, participações ou parcela de seu patrimônio sob nenhuma forma ou pretexto."
Quais são as condições para que os recursos sejam destinados às escolas públicas?,"Os recursos públicos serão destinados às escolas públicas, podendo ser dirigidos a escolas comunitárias, confessionais ou filantrópicas que: I - comprovem finalidade não-lucrativa e não distribuam resultados, dividendos, bonificações, participações ou parcela de seu patrimônio sob nenhuma forma ou pretexto; II - apliquem seus excedentes financeiros em educação; III - assegurem a destinação de seu patrimônio a outra escola comunitária, filantrópica ou confessional, ou ao Poder Público, no caso de encerramento de suas atividades; IV - prestem contas ao Poder Público dos recursos recebidos. 1º Os recursos de que trata este artigo poderão ser destinados a bolsas de estudo para a educação básica, na forma da lei, para os que demonstrarem."
O que deve ser feito quando houver falta de vagas e cursos regulares da rede pública de domicílio do educando?,"De acordo com o TÍTULO VIII das Disposições Gerais da Lei 9.394/1996, o Poder Público é obrigado a investir prioritariamente na expansão de sua rede local de ensino, quando houver insuficiência de recursos."
Como o Sistema de Ensino da União pode ajudar a manter a cultura e língua dos índios?,"O Sistema de Ensino da União, com a colaboração das agências federais de fomento à cultura e de assistência aos índios, desenvolverá programas integrados de ensino e pesquisa, para oferta de educação escolar bilingüe e intercultural aos povos indígenas, com o objetivo de fortalecer as práticas sociais e culturais e a língua materna de cada comunidade indígena."
Como o Poder Público deve lidar com a insuficiência de recursos?,O Poder Público é obrigado a investir prioritariamente na expansão da sua rede local de ensino para garantir o acesso do educando à educação escolar.
Quais são os objetivos dos programas integrados de ensino e pesquisa para oferta de educação escolar bilingue e intercultural aos povos indígenas?,"Os objetivos são: proporcionar a recuperação das memórias históricas dos índios, reafirmar suas identidades étnicas, valorizar suas línguas e ciências, garantir o acesso às informações e conhecimentos científicos da sociedade nacional e demais sociedades indígenas e não-índias."
O que é a insuficiência de recursos?,"Insuficiência de recursos é um estado onde há falta de vagas e cursos regulares da rede pública de domicílio do educando, o que obriga o Poder Público a investir prioritariamente na expansão da sua rede local."
Quais os objetivos dos programas integrados de ensino e pesquisa para oferta de educação escolar bilingüe e intercultural aos povos indígenas?,"Os programas integrados de ensino e pesquisa para oferta de educação escolar bilingüe e intercultural aos povos indígenas tem como objetivos proporcionar aos índios a recuperação de suas memórias históricas, a reafirmação de suas identidades étnicas e a valorização de suas línguas e ciências, e garantir o acesso às informações, conhecimentos técnicos e científicos da sociedade nacional e demais sociedades indígenas e não-índias."
Como o Poder Público deve agir em relação à insuficiência de recursos?,O Poder Público é obrigado a investir prioritariamente na expansão da sua rede local de vagas e cursos regulares da rede pública de domicílio do educando.
Quais os objetivos dos programas integrados de ensino e pesquisa para oferta de educação escolar bilingue e intercultural aos povos indígenas?,"Os objetivos são: proporcionar aos índios, suas comunidades e povos, a recuperação de suas memórias históricas, reafirmar suas identidades étnicas, valorizar suas línguas e ciências, garantir o acesso às informações e conhecimentos técnicos e científicos."
Qual é o objetivo do Sistema de Ensino da União?,O objetivo do Sistema de Ensino da União é desenvolver programas integrados de ensino e pesquisa para oferta de educação escolar bilingue e intercultural aos povos indígenas.
Quais são os objetivos dos programas integrados de ensino e pesquisa desenvolvidos pelo Sistema de Ensino da União?,"Os objetivos dos programas integrados de ensino e pesquisa são: proporcionar aos índios, suas comunidades e povos, a recuperação de suas memórias históricas; a reafirmação de suas identidades étnicas; a valorização de suas línguas e ciências; garantir aos índios, suas comunidades e povos, o acesso às informações, conhecimentos técnicos e científicos da sociedade nacional e demais sociedades indígenas e não-índias."
Como o Poder Público pode investir na expansão da sua rede local para garantir vagas e cursos regulares nas escolas?,"De acordo com o artigo 77 da Lei 9.394/1996, o Poder Público é obrigado a investir prioritariamente na expansão da sua rede local, para garantir vagas e cursos regulares, quando houver falta de recursos nas escolas públicas da região onde o educando reside."
Descreva o objetivo do artigo 78,"O artigo 78 tem como objetivo proporcionar aos índios, suas comunidades e povos, a recuperação de suas memórias históricas; a reafirmação de suas identidades étnicas; a valorização de suas línguas e ciências; e garantir o acesso às informações, conhecimentos técnicos e científicos da sociedade nacional e demais sociedades indígenas e não-índias."
Qual o título do artigo que determina os dias de Consciência Negra?,Art. 79-B
Qual o objetivo do programa que garante acesso à informação para os índios?,"garantir aos índios, suas comunidades e povos, o acesso às informações, conhecimentos técnicos e científicos da sociedade nacional e demais sociedades indígenas e não-índias."
Explique como funciona o apoio financeiro do Poder Público para as atividades universitárias de pesquisa e extensão.,"O apoio financeiro do Poder Público para as atividades universitárias de pesquisa e extensão pode ser feito através de bolsas de estudo, que são concedidas aos estudantes para que possam se dedicar exclusivamente às atividades de pesquisa e extensão. Além disso, o Poder Público também pode investir na expansão da rede local de cursos regulares da rede pública de domicílio dos educandos, garantindo assim mais vagas e oportunidades para os estudantes."
Como o Poder Público deve agir caso haja insuficiência de recursos para vagas em cursos regulares?,"De acordo com o Título VIII da Lei 9.394/1996, o Poder Público deve priorizar o investimento na expansão de sua rede local de ensino para suprir a insuficiência de recursos, garantindo assim o acesso à educação para todos."
Quais são os principais objetivos dos programas integrados de ensino e pesquisa para oferta de educação escolar bilingue e intercultural aos povos indígenas?,"De acordo com o Art. 78 da Lei 9.394/1996, os principais objetivos são: proporcionar aos índios a recuperação de suas memórias históricas, reafirmar suas identidades étnicas, valorizar suas línguas e ciências e garantir o acesso às informações e conhecimentos da sociedade nacional e outras sociedades indígenas e não-índias."
explique como é garantido o acesso dos índios às informações e conhecimentos técnicos e científicos da sociedade nacional e demais sociedades indígenas e não-índias,"Segundo o Art. 78 da Lei 9.394/1996, a União, em colaboração com as agências federais de fomento à cultura e de assistência aos índios, deve desenvolver programas integrados de ensino e pesquisa, com o objetivo de garantir aos índios, suas comunidades e povos, o acesso às informações, conhecimentos técnicos e científicos da sociedade nacional e demais sociedades indígenas e não-índias. Além disso, o Art. 79-A da mesma lei prevê que a União deve apoiar técnica e financeiramente os sistemas de ensino no provimento da educação intercultural às comunidades indígenas, o que inclui o desenvolvimento de programas integrados de ensino e pesquisa."
Quais são os objetivos dos programas integrados de ensino e pesquisa para oferta de educação escolar bilingue e intercultural aos povos indígenas?,"Os objetivos dos programas integrados de ensino e pesquisa são: proporcionar aos índios, suas comunidades e povos, a recuperação de suas memórias históricas; a reafirmação de suas identidades étnicas; a valorização de suas línguas e ciências; e garantir aos índios, suas comunidades e povos, o acesso às informações, conhecimentos técnicos e científicos da sociedade nacional e demais sociedades indígenas e não-índias."
escreva uma instrução,"Quando houver insuficiência de recursos e falta de vagas em cursos regulares da rede pública de domicílio do estudante, o Poder Público deve priorizar o investimento na expansão da sua rede local."
escreva uma instrução,"As atividades de pesquisa e extensão em universidades podem receber apoio financeiro do Poder Público, inclusive através de bolsas de estudo."
O que são programas integrados de ensino e pesquisa?,"Programas integrados de ensino e pesquisa são atividades desenvolvidas pelo Sistema de Ensino da União, com a colaboração das agências federais de fomento à cultura e de assistência aos índios, com o objetivo de oferecer educação escolar bilingue e intercultural aos povos indígenas. Esses programas têm como finalidade a recuperação da memória histórica dos povos indígenas, a reafirmação de suas identidades étnicas, a valorização de suas línguas e ciências, além de garantir o acesso às informações, conhecimentos técnicos e científicos da sociedade nacional e demais sociedades indígenas e não-índias."
Como deve ser o Sistema de Ensino da União em relação às atividades universitárias de pesquisa e extensão?,"O Sistema de Ensino da União, com a colaboração das agências federais de fomento à cultura e de assistência aos índios, deve desenvolver programas integrados de ensino e pesquisa, para oferta de educação escolar bilingue e intercultural aos povos indígenas."
O que é o Sistema de Ensino da União?,"O Sistema de Ensino da União é um conjunto de instituições educacionais que oferecem educação escolar bilingue e intercultural para os povos indígenas, com o objetivo de proporcionar a recuperação de suas memórias históricas, a reafirmação de suas identidades étnicas e a valorização de suas línguas e ciências."
